x,y,headinng,sonar_ang,read,expected
59.0,66.0,0.0,-59.0,255.0,107.95230865478516
59.0,66.0,0.0,-60.0,108.0,105.81120300292969
59.0,66.0,0.0,-61.0,255.0,103.78441619873047
59.0,66.0,0.0,-62.0,255.0,101.86425018310547
59.0,66.0,0.0,-63.0,255.0,100.04374694824219
59.0,66.0,0.0,-64.0,255.0,98.31661987304688
59.0,66.0,0.0,-65.0,255.0,96.67704010009766
59.0,66.0,0.0,-66.0,255.0,95.11975860595703
59.0,66.0,0.0,-67.0,255.0,93.63993835449219
59.0,66.0,0.0,-68.0,255.0,92.23310089111328
59.0,66.0,0.0,-69.0,255.0,90.89519500732422
59.0,66.0,0.0,-70.0,255.0,89.62245178222656
59.0,66.0,0.0,-71.0,107.0,88.41143035888672
59.0,66.0,0.0,-72.0,106.0,87.25891876220703
59.0,66.0,0.0,-73.0,106.0,86.16197967529297
59.0,66.0,0.0,-74.0,73.0,85.11788177490234
59.0,66.0,0.0,-75.0,255.0,84.12409973144531
59.0,66.0,0.0,-76.0,107.0,83.17829895019531
59.0,66.0,0.0,-77.0,74.0,82.27831268310547
59.0,66.0,0.0,-78.0,73.0,81.42213439941406
59.0,66.0,0.0,-79.0,72.0,80.60789489746094
59.0,66.0,0.0,-80.0,72.0,79.83385467529297
59.0,66.0,0.0,-81.0,72.0,79.09840393066406
59.0,66.0,0.0,-82.0,72.0,78.40003967285156
59.0,66.0,0.0,-83.0,71.0,77.73737335205078
59.0,66.0,0.0,-84.0,71.0,77.10912322998047
59.0,66.0,0.0,-85.0,71.0,76.51404571533203
59.0,66.0,0.0,-86.0,71.0,75.95103454589844
59.0,66.0,0.0,-87.0,71.0,75.41905975341797
59.0,66.0,0.0,-88.0,70.0,74.91716003417969
59.0,66.0,0.0,-89.0,70.0,74.44441223144531
59.0,66.0,0.0,-90.0,70.0,74.0
