x,y,headinng,sonar_ang,read,expected
73.0,99.5,-90.0,1.0,77.0,73.0
73.0,99.5,-90.0,-0.0,80.0,73.0
73.0,99.5,-90.0,-1.0,76.0,73.0
73.0,99.5,-90.0,-2.0,75.0,73.0
73.0,99.5,-90.0,-3.0,79.0,73.0
73.0,99.5,-90.0,-4.0,78.0,73.0
73.0,99.5,-90.0,-5.0,68.0,73.0
73.0,99.5,-90.0,-6.0,78.0,73.0
73.0,99.5,-90.0,-7.0,66.0,73.0
73.0,99.5,-90.0,-8.0,81.0,73.0
73.0,99.5,-90.0,-9.0,67.0,73.0
73.0,99.5,-90.0,-10.0,73.0,73.0
73.0,99.5,-90.0,-11.0,71.0,73.0
73.0,99.5,-90.0,-12.0,75.0,73.0
73.0,99.5,-90.0,-13.0,75.0,73.0
73.0,99.5,-90.0,-14.0,68.0,73.0
73.0,99.5,-90.0,-15.0,70.0,73.0
73.0,99.5,-90.0,-16.0,73.0,73.01111602783203
73.0,99.5,-90.0,-17.0,76.0,73.04449462890625
73.0,99.5,-90.0,-18.0,75.0,73.10018157958984
73.0,99.5,-90.0,-19.0,74.0,73.17826080322266
73.0,99.5,-90.0,-20.0,78.0,73.27884674072266
73.0,99.5,-90.0,-21.0,72.0,73.40210723876953
73.0,99.5,-90.0,-22.0,70.0,73.5482177734375
73.0,99.5,-90.0,-23.0,81.0,73.71741485595703
73.0,99.5,-90.0,-24.0,78.0,73.90995025634766
73.0,99.5,-90.0,-25.0,76.0,74.12614440917969
73.0,99.5,-90.0,-26.0,68.0,74.36631774902344
73.0,99.5,-90.0,-27.0,77.0,74.630859375
73.0,99.5,-90.0,-28.0,75.0,74.92019653320312
73.0,99.5,-90.0,-29.0,78.0,75.23479461669922
73.0,99.5,-90.0,-30.0,82.0,75.57516479492188
73.0,99.5,-90.0,-31.0,78.0,75.94185638427734
73.0,99.5,-90.0,-32.0,85.0,76.33550262451172
73.0,99.5,-90.0,-33.0,77.0,76.75674438476562
73.0,99.5,-90.0,-34.0,77.0,77.20631408691406
73.0,99.5,-90.0,-35.0,71.0,77.68497467041016
73.0,99.5,-90.0,-36.0,78.0,78.1935806274414
73.0,99.5,-90.0,-37.0,79.0,78.7330322265625
73.0,99.5,-90.0,-38.0,80.0,79.30430603027344
73.0,99.5,-90.0,-39.0,76.0,79.908447265625
73.0,99.5,-90.0,-40.0,80.0,80.54658508300781
73.0,99.5,-90.0,-41.0,85.0,81.21994018554688
73.0,99.5,-90.0,-42.0,84.0,81.9298095703125
73.0,99.5,-90.0,-43.0,85.0,82.67761993408203
73.0,99.5,-90.0,-44.0,82.0,83.46484375
73.0,99.5,-90.0,-45.0,78.0,84.29313659667969
73.0,99.5,-90.0,-46.0,84.0,85.16423797607422
73.0,99.5,-90.0,-47.0,85.0,86.08002471923828
73.0,99.5,-90.0,-48.0,85.0,87.04252624511719
73.0,99.5,-90.0,-49.0,92.0,88.05390930175781
73.0,99.5,-90.0,-50.0,90.0,89.11654663085938
73.0,99.5,-90.0,-51.0,95.0,90.23295593261719
73.0,99.5,-90.0,-52.0,93.0,91.40589904785156
73.0,99.5,-90.0,-53.0,88.0,92.6383285522461
73.0,99.5,-90.0,-54.0,101.0,93.9334487915039
73.0,99.5,-90.0,-55.0,99.0,95.29473114013672
73.0,99.5,-90.0,-56.0,103.0,96.72594451904297
73.0,99.5,-90.0,-57.0,96.0,98.23118591308594
73.0,99.5,-90.0,-58.0,102.0,99.81490325927734
73.0,99.5,-90.0,-59.0,103.0,101.48194885253906
73.0,99.5,-90.0,-60.0,108.0,103.00997924804688
73.0,99.5,-90.0,-61.0,99.0,102.54605102539062
73.0,99.5,-90.0,-62.0,109.0,102.11725616455078
73.0,99.5,-90.0,-63.0,98.0,101.72288513183594
73.0,99.5,-90.0,-64.0,103.0,101.36231231689453
73.0,99.5,-90.0,-65.0,98.0,101.03495025634766
73.0,99.5,-90.0,-66.0,108.0,100.74028015136719
73.0,99.5,-90.0,-67.0,103.0,100.47784423828125
73.0,99.5,-90.0,-68.0,97.0,100.24723052978516
73.0,99.5,-90.0,-69.0,96.0,100.0480728149414
73.0,99.5,-90.0,-70.0,99.0,99.88007354736328
73.0,99.5,-90.0,-71.0,98.0,99.74297332763672
73.0,99.5,-90.0,-72.0,91.0,99.63654327392578
73.0,99.5,-90.0,-73.0,95.0,99.56065368652344
73.0,99.5,-90.0,-74.0,103.0,99.5151596069336
73.0,99.5,-90.0,-75.0,108.0,99.5
73.0,99.5,-90.0,-76.0,97.0,99.5
73.0,99.5,-90.0,-77.0,98.0,99.5
73.0,99.5,-90.0,-78.0,96.0,99.5
73.0,99.5,-90.0,-79.0,102.0,99.5
73.0,99.5,-90.0,-80.0,99.0,99.5
73.0,99.5,-90.0,-81.0,92.0,99.5
73.0,99.5,-90.0,-82.0,104.0,99.5
73.0,99.5,-90.0,-83.0,96.0,99.5
73.0,99.5,-90.0,-84.0,96.0,99.5
73.0,99.5,-90.0,-85.0,105.0,99.5
73.0,99.5,-90.0,-86.0,104.0,99.5
73.0,99.5,-90.0,-87.0,103.0,99.5
73.0,99.5,-90.0,-88.0,101.0,99.5
73.0,99.5,-90.0,-89.0,102.0,99.5
73.0,99.5,-90.0,-90.0,102.0,99.5
