x,y,headinng,sonar_ang,read,expected
26.0,37.5,0.0,-71.0,133.0,53.983367919921875
26.0,37.5,0.0,-72.0,255.0,54.985469818115234
26.0,37.5,0.0,-73.0,127.0,56.04286575317383
26.0,37.5,0.0,-74.0,127.0,57.15949249267578
26.0,37.5,0.0,-75.0,127.0,58.33964157104492
26.0,37.5,0.0,-76.0,127.0,59.58809280395508
26.0,37.5,0.0,-77.0,127.0,60.91009521484375
26.0,37.5,0.0,-78.0,127.0,62.311500549316406
26.0,37.5,0.0,-79.0,127.0,63.7988166809082
26.0,37.5,0.0,-80.0,255.0,65.37925720214844
26.0,37.5,0.0,-81.0,117.0,67.0609359741211
26.0,37.5,0.0,-82.0,116.0,68.85294342041016
26.0,37.5,0.0,-83.0,116.0,70.76549530029297
26.0,37.5,0.0,-84.0,115.0,72.81014251708984
26.0,37.5,0.0,-85.0,115.0,74.99999237060547
26.0,37.5,0.0,-86.0,114.0,77.3499526977539
26.0,37.5,0.0,-87.0,114.0,79.87703704833984
26.0,37.5,0.0,-88.0,114.0,82.6008529663086
26.0,37.5,0.0,-89.0,114.0,85.5439453125
26.0,37.5,0.0,-90.0,114.0,88.73255920410156
