x	y	headinng	sonar_ang	read	Expected 20	Expected 25	Expected 30	Expected 35	Expected 40	Expected 45	Expected 50	Erro 20	Erro 25	Erro 30	Erro 35	Erro 40	Erro 45	Erro 50	Linhas ruins
59	66	0	-76	107	71,8889923096	70,7977905273	70,2660064697	70,2045822144	70,2045822144	70,2045822144	70,2045822144	1232,7828610374	1,1907213295	0,2827942839	0,0037729391	0	0	0	176,3228785129
59	66	0	-77	74	71,6242675781	70,6476593018	70,2245864868	70,2045822144	70,2045822144	70,2045822144	70,2045822144	5,6441045403	0,9537637255	0,1789906067	0,0004001709	0	0	0	0,9681798634
59	66	0	-78	73	71,3831558228	70,5195922852	70,2045822144	70,2045822144	70,2045822144	70,2045822144	70,2045822144	2,6141850935	0,7457419835	0,0992313447	0	0	0	0	0,4941654888
59	66	0	-79	72	71,1652679443	70,4133987427	70,2045822144	70,2045822144	70,2045822144	70,2045822144	70,2045822144	0,6967776048	0,5653072964	0,0436043425	0	0	0	0	0,1865270348
59	66	0	-80	72	70,9702453613	70,3289108276	70,2045822144	70,2045822144	70,2045822144	70,2045822144	70,2045822144	1,0603946159	0,4113099841	0,0154576041	0	0	0	0	0,2124517434
59	66	0	-81	72	70,7977905273	70,2660064697	70,2045822144	70,2045822144	70,2045822144	70,2045822144	70,2045822144	1,4453076161	0,2827942839	0,0037729391	0	0	0	0	0,2474106913
59	66	0	-82	72	70,6476593018	70,2245864868	70,2045822144	70,2045822144	70,2045822144	70,2045822144	70,2045822144	1,8288253641	0,1789906067	0,0004001709	0	0	0	0	0,2868880203
59	66	0	-83	71	70,5195922852	70,2045822144	70,2045822144	70,2045822144	70,2045822144	70,2045822144	70,2045822144	0,2307915725	0,0992313447	0	0	0	0	0	0,047146131
59	66	0	-84	71	70,4133987427	70,2045822144	70,2045822144	70,2045822144	70,2045822144	70,2045822144	70,2045822144	0,3441010351	0,0436043425	0	0	0	0	0	0,0553864825
59	66	0	-85	71	70,3289108276	70,2045822144	70,2045822144	70,2045822144	70,2045822144	70,2045822144	70,2045822144	0,4503606773	0,0154576041	0	0	0	0	0	0,0665454688
59	66	0	-86	71	70,2660064697	70,2045822144	70,2045822144	70,2045822144	70,2045822144	70,2045822144	70,2045822144	0,5387465025	0,0037729391	0	0	0	0	0	0,0775027774
59	66	0	-87	71	70,2245864868	70,2045822144	70,2045822144	70,2045822144	70,2045822144	70,2045822144	70,2045822144	0,6012661164	0,0004001709	0	0	0	0	0	0,0859523268
59	66	0	-88	70	70,2045822144	70,2045822144	70,2045822144	70,2045822144	70,2045822144	70,2045822144	70,2045822144	0,0418538824	0	0	0	0	0	0	0,0059791261
59	66	0	-89	70	70,2045822144	70,2045822144	70,2045822144	70,2045822144	70,2045822144	70,2045822144	70,2045822144	0,0418538824	0	0	0	0	0	0	0,0059791261
59	66	0	-90	70	70,2045822144	70,2045822144	70,2045822144	70,2045822144	70,2045822144	70,2045822144	70,2045822144	0,0418538824	0	0	0	0	0	0	0,0059791261
												221,9597775782	217,609555145	212,6410394646	212,7071293484	212,7910642535	206,8582678624	201,7243588722	
